# ----------------------------------------
# Engagement overview
# Account: Cuenta de Google Ads
# Property: www.cosasnuestras.cl - GA4
# ----------------------------------------
#  
# Start date: 20260101
# End date: 20260501
Nth day,Average engagement time per active user
0109,50.49336870026525
0110,60.960187353629976
0111,72.8372641509434
0112,52.84101382488479
0113,51.5
0114,50.407673860911274
0115,58.308383233532936
0116,48.56404958677686
0117,60.77816291161179
0118,46.62098501070664
0119,48.33122362869198
0120,65.6822429906542

# Start date: 20260101
# End date: 20260501
Nth day,Engaged sessions per active user
0000,0.006564551422319475
0001,0.018229166666666668
0002,0.008522727272727272
0003,0.01909307875894988
0004,0.0136986301369863
0005,0.011111111111111112
0006,0.018018018018018018
0007,0.012195121951219513
0008,0.011267605633802818
0009,0.006329113924050633
0010,0.005970149253731343
0011,0
0012,0.011695906432748537
0013,0.009174311926605505
0014,0.0029411764705882353
0015,0.02247191011235955
0016,0.0084985835694051
0017,0.010666666666666666
0018,0.013513513513513514
0019,0.013192612137203167
0020,0.016722408026755852
0021,0.009900990099009901
0022,0.0036231884057971015
0023,0.003875968992248062
0024,0.009523809523809525
0025,0.009287925696594427
0026,0.023323615160349854
0027,0.02373887240356083
0028,0.01904761904761905
0029,0.023809523809523808
0030,0.008746355685131196
0031,0.011976047904191617
0032,0.0066518847006651885
0033,0.012096774193548387
0034,0.012224938875305624
0035,0.0072992700729927005
0036,0.008
0037,0.014124293785310734
0038,0.007853403141361256
0039,0.007246376811594203
0040,0.007263922518159807
0041,0.004158004158004158
0042,0.01675977653631285
0043,0.016713091922005572
0044,0.014367816091954023
0045,0.0136986301369863
0046,0.00477326968973747
0047,0.00819672131147541
0048,0.021621621621621623
0049,0.015151515151515152
0050,0.0034129692832764505
0051,0.00946372239747634
0052,0.00906344410876133
0053,0.010526315789473684
0054,0.002380952380952381
0055,0.004914004914004914
0056,0.002277904328018223
0057,0.006024096385542169
0058,0.005905511811023622
0059,0.010948905109489052
0060,0.008576329331046312
0061,0.003679175864606328
0062,0.0044742729306487695
0063,0.007352941176470588
0064,0.0032414910858995136
0065,0.019753086419753086
0066,0.01468189233278956
0067,0.008791208791208791
0068,0.014861995753715499
0069,0.015317286652078774
0070,0.018666666666666668
0071,0.013404825737265416
0072,0.002652519893899204
0073,0.004651162790697674
0074,0.005128205128205128
0075,0.010666666666666666
0076,0.002652519893899204
0077,0.015053763440860216
0078,0.013636363636363636
0079,0.001606425702811245
0080,0.004140786749482402
0081,0.002081165452653486
0082,0.007633587786259542
0083,0.010771992818671455
0084,0.0052173913043478265
0085,0.002969561989606533
0086,0.01436265709156194
0087,0.008960573476702509
0088,0.015590200445434299
0089,0.007476635514018692
0090,0.019455252918287938
0091,0.009280742459396751
0092,0.0022624434389140274
0093,0.006382978723404255
0094,0.011131725417439703
0095,0.021235521235521235
0096,0.0069084628670120895
0097,0.0068846815834767644
0098,0.012640449438202247
0099,0.0057670126874279125
0100,0.02066115702479339
0101,0.010243277848911651
0102,0.026252983293556086
0103,0.027944111776447105
0104,0.011111111111111112
0105,0.012953367875647668
0106,0.01
0107,0.015915119363395226
0108,0.004338394793926247
0109,0.007957559681697613
0110,0.01639344262295082
0111,0.01650943396226415
0112,0.0069124423963133645
0113,0.018617021276595744
0114,0.016786570743405275
0115,0.0074850299401197605
0116,0.014462809917355372
0117,0.01733102253032929
0118,0.01284796573875803
0119,0.014767932489451477
0120,0.003115264797507788

# Start date: 20260101
# End date: 20260501
Nth day,Average engagement time per session
0000,28.975155279503106
0001,43.91706161137441
0002,26.41578947368421
0003,34.05960264900662
0004,35.006211180124225
0005,33.786259541984734
0006,43.88172043010753
0007,36.11484593837535
0008,35.85427135678392
0009,38.585585585585584
0010,18.314606741573034
0011,36.02639296187683
0012,36.30232558139535
0013,40.136986301369866
0014,38.274932614555254
0015,26.616336633663366
0016,30.43701799485861
0017,29.37956204379562
0018,33.575
0019,37.263657957244654
0020,37.8
0021,44.048780487804876
0022,31.188552188552187
0023,41.992537313432834
0024,47.6053412462908
0025,30.570637119113574
0026,40.528822055137844
0027,54.641909814323604
0028,45.89244186046512
0029,43.0846394984326
0030,38.5485564304462
0031,37.66360294117647
0032,30.278118609406953
0033,35.998130841121494
0034,41.979910714285715
0035,34.323660714285715
0036,34.051219512195125
0037,38.01851851851852
0038,30.755395683453237
0039,28.095343680709533
0040,31.337931034482757
0041,36.14230019493177
0042,39.23544303797468
0043,43.27720207253886
0044,41.13661202185792
0045,29.949874686716793
0046,37.61504424778761
0047,39.925925925925924
0048,76.83333333333333
0049,45.43119266055046
0050,31.415625
0051,28.86046511627907
0052,39.166666666666664
0053,31.371084337349398
0054,35.59777777777778
0055,43.769406392694066
0056,37.03991596638655
0057,22.288973384030417
0058,26.13610586011342
0059,38.40885860306644
0060,38.33546325878594
0061,14.914001421464109
0062,43.946695095948826
0063,42.3469387755102
0064,21.07253086419753
0065,31.317673378076062
0066,25.500754147812973
0067,20.36880165289256
0068,37.267857142857146
0069,27.269617706237426
0070,31.478365384615383
0071,27.77912621359223
0072,30.526315789473685
0073,30.652267818574515
0074,35.10071942446043
0075,23.707070707070706
0076,13.859848484848484
0077,32.20432220039293
0078,39.04647887323944
0079,10.754406580493537
0080,12.11901889827101
0081,22.81427174975562
0082,32.09232954545455
0083,42.008250825082506
0084,15.16624895572264
0085,14.485549132947977
0086,37.69028006589786
0087,30.075
0088,36.17038539553752
0089,32.82003395585738
0090,43.660245183887916
0091,26.034557235421165
0092,45.31404958677686
0093,49.67766990291262
0094,28.946180555555557
0095,37.64906303236797
0096,31.804992199687987
0097,39.95846153846154
0098,36.54342105263158
0099,20.778508771929825
0100,36.75977653631285
0101,25.77992744860943
0102,54.28358208955224
0103,42.12829525483304
0104,47.04174950298211
0105,52.215102974828376
0106,51.88300220750552
0107,45.393719806763286
0108,46.38791423001949
0109,44.68544600938967
0110,53.449691991786445
0111,63.54526748971193
0112,47.97698744769875
0113,45.137529137529135
0114,44.914529914529915
0115,53.42935528120713
0116,43.04945054945055
0117,52.031157270029674
0118,41.156899810964084
0119,43.553231939163496
0120,61.46938775510204

#  
# Start date: 20260101
# End date: 20260501
Nth day,Views
0000,1130
0001,1172
0002,809
0003,1159
0004,1221
0005,960
0006,905
0007,858
0008,944
0009,767
0010,679
0011,822
0012,952
0013,890
0014,968
0015,855
0016,881
0017,958
0018,946
0019,987
0020,848
0021,869
0022,621
0023,686
0024,890
0025,809
0026,971
0027,1070
0028,902
0029,826
0030,1017
0031,1329
0032,1071
0033,1303
0034,1109
0035,1086
0036,950
0037,834
0038,929
0039,972
0040,977
0041,1169
0042,984
0043,1022
0044,879
0045,789
0046,1093
0047,981
0048,1126
0049,1071
0050,712
0051,779
0052,829
0053,955
0054,1099
0055,1161
0056,1113
0057,1008
0058,995
0059,1571
0060,1564
0061,2259
0062,1314
0063,1206
0064,1186
0065,1012
0066,1431
0067,1801
0068,1184
0069,1113
0070,1000
0071,1070
0072,914
0073,1081
0074,1052
0075,898
0076,1292
0077,1231
0078,1659
0079,3536
0080,3464
0081,1953
0082,1611
0083,1639
0084,1780
0085,2028
0086,1421
0087,1311
0088,1199
0089,1453
0090,1561
0091,980
0092,1323
0093,1533
0094,1367
0095,1460
0096,1558
0097,1837
0098,1759
0099,1680
0100,1318
0101,1705
0102,1478
0103,1582
0104,1369
0105,1203
0106,1257
0107,1027
0108,1448
0109,1134
0110,1479
0111,1381
0112,1225
0113,1059
0114,1160
0115,1971
0116,1495
0117,1815
0118,1515
0119,1411
0120,1048

# Start date: 20260101
# End date: 20260501
Nth day,Event count
0000,2159
0001,2515
0002,1581
0003,2403
0004,2592
0005,1932
0006,1885
0007,1725
0008,1887
0009,1567
0010,1312
0011,1658
0012,1965
0013,1883
0014,2091
0015,1747
0016,1741
0017,1928
0018,1928
0019,2013
0020,1779
0021,1764
0022,1265
0023,1472
0024,1809
0025,1580
0026,2034
0027,2267
0028,1928
0029,1657
0030,2161
0031,2790
0032,2124
0033,2676
0034,2232
0035,2193
0036,1889
0037,1721
0038,1848
0039,1928
0040,2039
0041,2350
0042,2068
0043,2103
0044,1846
0045,1512
0046,2220
0047,2021
0048,2437
0049,2251
0050,1403
0051,1540
0052,1649
0053,1890
0054,2125
0055,2278
0056,2121
0057,1800
0058,1809
0059,3080
0060,3200
0061,4127
0062,2736
0063,2387
0064,2172
0065,1989
0066,2791
0067,3563
0068,2498
0069,2317
0070,1971
0071,2119
0072,1755
0073,2109
0074,2156
0075,1747
0076,2298
0077,2501
0078,3489
0079,6940
0080,6725
0081,3994
0082,3428
0083,3529
0084,3538
0085,4099
0086,3131
0087,2643
0088,2442
0089,3020
0090,3411
0091,2038
0092,2818
0093,3284
0094,2747
0095,3088
0096,3173
0097,3892
0098,3703
0099,3384
0100,2759
0101,3518
0102,3294
0103,3433
0104,2965
0105,2843
0106,2753
0107,2226
0108,3076
0109,2513
0110,3365
0111,3100
0112,2716
0113,2337
0114,2579
0115,4339
0116,3419
0117,4113
0118,3287
0119,3210
0120,2340

#  
# Start date: 20260101
# End date: 20260501
Event name,Event count
page_view,148068
user_engagement,64286
view_item,37460
scroll,24573
form_start,16890
add_to_cart,3823
begin_checkout,1822
session_start,1699
view_search_results,1636
form_submit,1622
search,1517
add_payment_info,864
first_visit,371
purchase,356
click,321

#  
# Start date: 20260101
# End date: 20260501
Page title and screen class,Views
Cosas Nuestras,22590
Mate,10995
404 No encontrado,9638
Yerba Mate,6097
Bolso Matero | Eco Cuero Premium Café Claro | Impermeable y Térmico,4344
Bolso Matero,3695
Cyber Days,2965
Kit y Set de Mate,2964
Bolso Matero | Eco Cuero Premium Marrón | Impermeable y Térmico,2828
El Club del Mate,2631
Novedades,2475
Termo 1.2L Acero Inoxidable Negro | Tapa-Mate + Bombilla y Cepillo,2315
Productos,2250
Termos,2221
Pantalla de pago - Cosas Nuestras,1908
Mates y Portatermos Premium - Calidad y Estilo para Amantes del Mate | Cosas Nuestras,1851
Guía de Regalos de Cosas Nuestras hasta 9.990,1751
Tu carrito,1657
Bolso Portatermo Beige | Tela Oxford con Correa Ajustable,1623
El Kiosco,1607
? Contraindicaciones de la yerba mate | Yerba Mate en Chile,1539
"Set Completo de Mate Acero + Termo 1,2L + Bolso Matero *envio gratis e",1439
Termos y Portatermos | Cosas Nuestras,1421
Mate para Aventureros – Page 2,1384
Bolso Matero Café Claro Premium | Impermeable y Térmico | Eco Cuero Re,1376
Kit 3 Piezas Torpedo | Mate Acero Inoxidable 250 ml + Bombilla + Cepil,1229
Bolso Matero | Oxford Premium Gris Oscuro | Impermeable y Térmico,1184
Bolso Matero | Oxford Premium bordo | Impermeable y Térmico,1049
Termo 1.2L Acero Inoxidable Rubí | Tapa-Mate + Bombilla y Cepillo,1021
Latas y Yerbera,1014
"Mochila Matera | Premium Negra | Térmica, Acolchada y Súper Versátil",957
Dulce Batata Vainilla 500grs.,948
"Set Completo Bolso Matero + Mate sabio+ Termo 1,3L-*envio gratis en sa",915
"Mochila Matera | Premium Gris | Térmica, Acolchada y Súper Versátil",911
Bombilla Mate,898
Bolso Matero | Oxford Premium Gris Claro | Resistente y Térmico,884
Termo 1.2L Acero Inoxidable Blanco | Tapa-Mate + Bombilla y Cepillo,835
Cuenta,775
Termo 1.2L Acero Inoxidable Naranja-Cobre | Tapa-Mate + Bombilla y Cep,774
Alfajores,740
Guía de Regalos de Cosas Nuestras hasta $19.990,723
Bolso Matero | Eco Cuero Premium Gris | Impermeable y Térmico,690
"Mate Sabio Bocha | Sistema de Vaciado Rápido | Práctico, Resistente y",680
Guía de Regalos de Cosas Nuestras hasta $29.990,667
Kit de Iniciación Todo en Uno | Portatermo + Termo 1.3L con Mate Integ,667
Panadería y Galletas,653
Portatermo Negro Doble Compartimiento – Tela Oxford Aislada,634
Mate de Acero Inoxidable Marmolado Azul con Verde,629
Set Matero Todo en Uno + Mate Bocha,598
Bizcochos Don Satur Dulces 200grs.,566
Mate Sabio Calabaza con Bombilla | Sistema de Vaciado Rápido | Práctic,564
Chocolates y Golosinas,559
Salud & Bienestar - Tu mate te cuida,558
Bizcochos Don Satur Salados 200grs.,528
Mayoristas,526
? Cada cuánto cambiar la yerba del Mate | La Mejor Yerba Mate de Chile,525
Dulces y Condimentos,522
Termo Mate Todo en Uno Negro 1.3 L – Acero Inoxidable,516
"Set mate acero con yerba la merced, bombilla y cepillo",485
Yerba Mate Canarias Edición Especial 500grs,479
Mate de Acero Inoxidable Símil Madera | Doble Capa Térmica,456
Mate – Page 3,454
"Kit Mate Siempre | Tu mate completo, ordenado y listo para acompañarte",447
? Cuánto mate se puede tomar al día | El Mejor Yerba Mate de Chile,445
Set Matero Acero Inox. Con Mate Y Bombilla negro 1.2 L,437
Checkout - Receipt,433
Yerba Mate Canarias 500g | Sabor Amargo e Intenso | 100% Natural,430
Bolso Matero Premium Impermeable | Doble Pared Térmica | Eco Cuero Dur,412
Portatermo Gris Oscuro Compartimiento – Tela Oxford Aislada,408
MATE VS CAFÉ: ¿Con cuál te quedas? GUÍA para elegir informado,388
Caja Mayorista x12 Mate Sabio | Kit de Mates con Bombilla | Ideal para,385
Set Matero Completo Cosas Nuestras | Termo Inox 1L + Yerba Piporé 250g,342
Yerba Mate Cachamate Compuesta Premium 500g | Con Hierbas Naturales,334
Mate para Aventureros,312
Portatermo Azul Doble Compartimiento – Tela Oxford Aislada,301
"Té, Café y Chocolate",301
Mate – Page 2,296
Pack x3 Mates Sabio Calabaza | Innovación Matera con Sistema de Vaciad,294
🧉 Kit Matero Negro | Bolso + Termo 1.2L + Mate de Acero + Bombillas,292
Pack x2 Mates de Vidrio Camionero Goma Eva | Protección Térmica + Viro,290
Termo Mate Todo en Uno Blanco 1.3 L – Acero Inoxidable,263
Mate de Vidrio Templado Eco Cuero | Virola Metálica | 200 ml,262
Termo Mate Todo en Uno Rosa Pastel 1.3 L – Acero Inoxidable,262
Yerba Mate La Merced de Campo 500g | Sabor Suave y Natural,259
Alfajores Havanna Mixto 6 Unidades - Cosas Nuestras Chile,258
BOMBILLA ACERO INOXIDABLE TAMBOR PICO DE LORO 20cm,257
Snacks Salados,256
Yerba Mate La Merced Barbacuá 500g | Sabor Intenso Ahumado 🌿🔥,242
"Accesorios de Mate: Bombillas, Bolsos y Más | Cosas Nuestras",239
Nuestros Clásicos,239
Set mate acero inoxidable 3 piezas con vaso de alta durabilidad,229
Yerba Mate CBSe Frutos del Bosque 500g | Sabor Dulce y Refrescante 🍓🌿,229
Yerba Mate Cbsé Guaraná 500grs,226
Yerba Mate Kraus Orgánica 500g | 100% Natural y Orgánica 🌿,224
Yerba Mate Taragüi Más Energía 500g | Energizante y Natural 🌿⚡,213
KIT MATE LISTO ⭐Todo armado en un solo lugar para que salgas con tu ma,210
Bombilla Acero inoxidable Futbol Argentina,208
"Kit Primer Mate: Partí bien, sin enredos y con todo lo necesario para",208
Yerba Mate – Page 3,203
"Kit Black Matero: Estilo, diseño y todo listo para llevar tu mate a ot",199
Política de envío,199
? Yerba mate para adelgazar: ¿Te hace perder peso? | Yerba Mate Chile,195
? Consejos para elegir la mejor yerba mate | Yerba Mate en Chile,194
Liquidadora Mayorista,194
Mate Vidrio Copa Eco Carpincho(CAPIBARA),194
Kit Mate Camionero Verde con Bombilla | Vidrio Templado + Protección T,190
Mate de Vidrio Copa Arpillera | Virola Metálica | 200 ml,187
"? Propiedades del mate: Energía, buena salud y felicidad | Mate en Chile",181
Bombilla de Acero Inoxidable 20 cm | Base Palita y Pico de Loro | Idea,179
Yerba Mate – Page 2,171
yerba mate Pajarito tradicional 500 grs,170
Set Regalo Matero: Todo listo para sorprender y disfrutar desde el pri,166
BOMBILLA TAMBOR ACERO INOXIDABLE TAMBOR URUGUAYO,163
Mate de Acero Inoxidable Texturizado Negro | Doble Capa Térmica + Bomb,163
Dulce Batata vainilla x12,160
Mate acero inoxidable 200 ml doble capa térmica,160
Bizcochos Don Satur Negritos 200grs.,152
Mate Sabio Barril | Sistema de Vaciado Rápido | Diseño Ergonómico y Du,152
Mates y Portatermos Premium - Calidad y Estilo para Amantes del Mate | Cosas Nuestras – Page 2,152
✔ Las mejores comidas y momentos para ACOMPAÑAR el MATE. ⭐,152
La Parrilla,151
"⇨Los Impresionantes Beneficios del mate ⭐ energía, salud y ALEGRÍA",151
Set Matero Acero Inoxidable Negro | Mate Doble Capa + Bombilla Pulida,150
Set Matero Acero Inox. Con Mate Y Bombilla Naranjo Cobre 1.2 L,147
Bolso Matero Gris OSCURO Premium | Impermeable y Térmico | Tela Oxford,144
Mate Fútbol Argentino | Edición Mate Sabio | Sistema de Vaciado Rápido,144
Vestimenta y Accesorios,144
Mate de Vidrio Eco Cuero Pedestal II | Virola de Aluminio | Listo para,142
El Club del Mate – Page 2,140
El Buen pastor 500 grs,137
Novedades – Page 2,136
Yerba Mate Taragüi maracuya tropical 500gr.,136
Braseros,135
Ofertas,134
Dulce de Leche Havanna 450grs.,131
Salsas,129
Yerba Mate Cbsé Silueta 500grs,127
Dulce Batata Dulcor con chocolate lata 700gr,124
Ofertas Exclusivas No Acumulables,119
Vertedor para termo lumilagro,119
Bolso Matero Gris Claro Premium | Impermeable y Térmico | Tela Oxford,117
Yerba Mate Cbsé Hierbas Serranas 500grs,115
YERBA MATE ROSAMONTE CLÁSICA 500 GRS,114
Crear cuenta,111
Yerba Mate Piporé Suave 500gr,110
Set Matero Acero Inox. Con Mate Y Bombilla blanco 1.2 L,109
Yerba Mate union suave 500 gr.,107
Accesorios Parrilla,103
Filtros para bombillas universal reunata,103
Mate Sabio Rosado,102
Alfajores Havanna de Chocolate - Cosas Nuestras,100
Yerba Mate El Buen Pastor Menta Boldo 500grs,97
Caja Mayorista x12 Mates de Vidrio Eco Carpincho | Diseño Artesanal +,93
Guía de Regalos de Cosas Nuestras hasta 9.990 – Page 2,92
Yerba Mate Cachamate Pampeana 500grs,89
Dulce de Batata con Chocolate Orieta 500g,88
Mate de Vidrio Eco Cuero con Pedestal | Virola y Base Metálica | Inclu,87
Tipos de yerba mate ¿Cuál elegir? ?,87
Yerba Mate Rosamonte Selección Especial 500 grs,87
Mate Terraza Negro | Diseño Moderno + Alta Resistencia | 200 ml,85
Novedades – Page 3,85
Yerba Mate Cachamate Compuesta Clásica 500grs,85
Cyber Days – Page 2,84
Productos – Page 2,83
Mate de Vidrio Copa Eco Cuero Guardapampa Rojo | Virola Metálica | 200,82
Mate Sabio Clásico | Sistema de Vaciado Rápido | Innovación y Tradició,81
Mate de Vidrio Copa Arpillera Azul | Virola Metálica | 200 ml,81
Yerba Mate Cbsé Miel 500grs,81
Cyber Days – Page 3,79
Promoción 1 Mate con bombilla + 1 Yerba Mate,79
Mate acero inoxidable (LG) doble capa térmica,78
? Puedo tomar mate si estoy amamantando | Yerba Mate en Chile,76
Bolso Matero Gris Premium | Impermeable y Térmico | Eco Cuero Resisten,75
Colecciones,75
yerba mate la merced monte 500gr,75
Kit Mate Crema con Bombilla | Vidrio Templado con Protección Térmica G,74
Suscripción Mayorista,74
Set Matero Acero Inox. Con Mate Y Bombilla rojo 1.2 L,73
Yerba Mate Piporé Suave 250gr,73
Set Termo de Acero + Mate Sabio | Tradición y Practicidad en un Solo P,72
Bolso Matero Tela Oxford Premium | Doble Pared Térmica | Impermeable y,70
Mate de Acero Inoxidable Marmolado Blanco,69
rosamonte-mate cocido 25unidades,68
Mermelada de Higo Cormillot Dulcor 454 g,67
Yerba Mate Pipore Clásica 500 gr,67
Parrillas,66
Direcciones,65
≫ Beneficios del Mate vs Té Verde ? TODO lo que debes saber,65
Mate de Vidrio Templado Tipo Camionero Verde | Protección Térmica Goma,64
Set Matero Todo en Uno (+ Mate Bocha de Regalo),64
Yerba Mate Rosamonte Premium 500g | Sabor Suave y Duradero 🌿,63
Yerba Mate La Merced Campo y Monte 500g | Sabor Suave y Vigoroso 🌿,62
Asadera Para Aves jovifel,61
Caja Bizcochos Don Satur Dulces x30,53
"Pack 3 Mates Sabio Bocha | Sistema de Vaciado Rápido | Práctico, Resis",53
Novedades – Page 4,49
Yerba Mate Cbsé Jengibre 500grs,49
? Tomar mate en el embarazo | El Mejor Yerba Mate de Chile,48
BOMBILLA ACERO INOXIDABLE ESTRIBO,48
Guía de Regalos de Cosas Nuestras hasta $19.990 – Page 2,48
"Búsqueda: 42 resultados encontrados para ""termo""",47
"Kit Matero | Portatermo + Mate Sabio | 🎁 Bombilla Incluida | Amplio, R",46
Yerba Mate Piporé Naranja 500gr,46
Mate Sabio Futbol Oficial San Lorenzo,45
Mate Vidrio Copa Eco Cuero costuras,45
Vaso de acero inoxidable doble pared 880 ml,40
Cepillo Limpiador de Mate y Termos REUNATA | Cerdas Naturales y Cuerpo,39
Productos – Page 3,39
? Cómo saber si la yerba mate es de buena calidad | Yerba Mate Chile,38
Yerba Mate Taragüi despalada 500gr.,35
"Búsqueda: 137 resultados encontrados para ""mate""",34
Kits Despacho Gratis Región Metropolitana,34
Uncategorized,34
"Búsqueda: 14 resultados encontrados para ""bolso""",33
mix 6 Alfajores cachafaz,33
"Búsqueda: 43 resultados encontrados para ""termo""",32
Contacto,32
Mermelada Dietética de Higo Cormillot 390 g,32
Restablecer cuenta,32
El Regalo Perfecto para Mamá 🧉 Set Matero Completo + Envío Gratis en S,31
"Búsqueda: 134 resultados encontrados para ""mate""",30
Caja Mayorista 15 Bombillas II,30
Yerba Mate Mañanita 500grs,30
"Búsqueda: 15 resultados encontrados para ""bolso""",29
"✔¿MATE Calabaza, de VIDRIO o PLÁSTICO? Sus características✔",29
✔ Leyendas de la Yerba Mate - Historias de nuestros ancestros ??,28
"Búsqueda: 140 resultados encontrados para ""mate""",26
Dulce de Leche Cachafaz 450g | Sabor Artesanal y Gourmet,25
Termos y Portatermos | Cosas Nuestras – Page 2,25
"Búsqueda: 6 resultados encontrados para ""chocolinas""",24
Productos – Page 4,24
Truco,24
"Búsqueda: 19 resultados encontrados para ""termos""",23
"Búsqueda: 75 resultados encontrados para ""bombilla""",23
"Búsqueda: 89 resultados encontrados para ""yerba""",23
Caja Mayorista 12 Bombillas Acero Inoxidable Pala Pico de Loro Larga,23
Checkout - Stock problems,23
Historia del alfajor ¿De donde viene? ?,23
Liquidación de bodega,23
Mate con Amigos,23
"Búsqueda: 136 resultados encontrados para ""mate""",22
"Búsqueda: 73 resultados encontrados para ""bombilla""",22
Tablas,22
Yerba Mate La Merced Campo Sur 500g | Sabor Suave y Delicado,22
Productos – Page 6,21
"Mate con Amigos – tagged ""Beneficios del yerba mate""",20
Mermelada de Naranja Cormillot Dulcor 454 g,20
Mermelada de Zapallo Cormillot Dulcor 454 g,20
Productos – Page 5,20
Productos – Page 8,20
Política de reembolso,19
"Búsqueda: 138 resultados encontrados para ""mate""",18
"Búsqueda: 6 resultados encontrados para ""alfajores""",17
✔ Mate FRÍO: Disfruta tu YERBA MATE en VERANO,17
"Búsqueda: 95 resultados encontrados para ""yerba""",16
"Mate con Amigos – tagged ""Cómo tomar yerba mate""",16
Mermelada Light de Arándano Cormillot 390 g,16
Productos – Page 9,16
Set Completo Mamatero -*envio gratis en santiago provincia*,16
"Búsqueda: 12 resultados encontrados para ""batata""",15
Ofertas Navidad 2024 | Cosas Nuestras,15
Para el Hogar,15
"Búsqueda: 0 resultados encontrados para ""despolvillador""",14
"Búsqueda: 14 resultados encontrados para ""bolso matero""",14
"Búsqueda: 46 resultados encontrados para ""matero""",14
"Cachamate compuesta rosa 500gryerba matecon palo, poleo, boldo, menta",14
Caja Bizcochos Don Satur Salados x30 Unidades | Venta Mayorista,14
Caja Mayorista 12 Bombillas tambor larga,14
Recompensas,14
"Búsqueda: 132 resultados encontrados para ""mate""",13
Caja Mayorista 12 Bombillas Tambor Uruguayo,13
▷ En verano también se toma mate ? Disfruta de un refrescante Terere ◁,13
"▷ Pan dulce, panetón o pan de Pascua: Su historia - COSAS NUESTRAS",13
"Búsqueda: 119 resultados encontrados para ""mates""",12
"Búsqueda: 12 resultados encontrados para ""dulce de batata""",12
"Búsqueda: 14 resultados encontrados para ""bolsos""",12
"Búsqueda: 93 resultados encontrados para ""yerba""",12
"Mate con Amigos – tagged ""Contraindicaciones de la yerba mate""",12
"Búsqueda: 10 resultados encontrados para ""canarias""",11
"Búsqueda: 13 resultados encontrados para ""bolsos""",11
"Búsqueda: 3 resultados encontrados para ""esnaola""",11
"Búsqueda: 72 resultados encontrados para ""bombilla""",11
Mate Camionero de Vidrio con Cuero Vaqueta | Virola de Acero Inoxidabl,11
Términos del servicio,11
Yerba Mate Cbsé Limón 500grs,11
▷ Mujeres y MATE: Una relación incondicional | COSAS NUESTRAS,11
? Polvo de la yerba mate | El Mejor Yerba Mate de Chile,10
"Búsqueda: 12 resultados encontrados para ""yerbero""",10
"Búsqueda: 138 resultados encontrados para ""Mate"" – Page 4",10
"Búsqueda: 41 resultados encontrados para ""termo""",10
"Búsqueda: 67 resultados encontrados para ""bombilla""",10
"Búsqueda: 96 resultados encontrados para ""yerba""",10
? Pastelitos de dulce de batata al horno | Cosas Nuesta en Chile,9
"Búsqueda: 0 resultados encontrados para ""yerberos""",9
"Búsqueda: 1 resultado encontrado para ""baldo""",9
"Búsqueda: 1 resultado encontrado para ""lumilagro""",9
