# ----------------------------------------
# Página de destino: Página de destino
# Account: Cuenta de Google Ads
# Property: www.cosasnuestras.cl - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20260101
# End date: 20260501
Landing page,Average engagement time per active user,Bounce rate,Sessions,Event count,Add to carts,Checkouts,Ecommerce purchases,Session key event rate,Total revenue
/products/yerba-mate-rosamonte-premium-500grs,31.81578947368421,1,39,169,2,1,1,0.02564102564102564,10289.999845
/categoria/el-club-del-mate/page/7,1.6952380952380952,1,105,168,0,0,0,0,0
/products/cormillot-mermelada-dulcor-de-higo-x-454-gr,16.738095238095237,1,52,167,4,0,0,0.038461538461538464,0
/products/dulce-batata-dulcor-vainilla-700grs,1137,1,2,165,18,1,1,0.5,39963.000301
/products/kit-caja-nostalgia-picoteo,78.3157894736842,1,19,165,10,5,0,0.10526315789473684,0
/products/promo-brazo-de-reina-panettone,32.96551724137931,1,29,164,2,0,0,0.034482758620689655,0
/products/yerba-mate-rosamonte-clasica-500-grs,17.65714285714286,1,35,163,0,0,0,0,0
/products/juego-de-mate-de-acero-inoxidable-kit-de-3-piezas-cosas-nuestras-copa-g-copia,13,1,36,161,0,0,0,0,0
/products/filtro-para-bombillas,16.066666666666666,1,47,160,0,1,0,0.02127659574468085,0
/products/kit-latas-cosas-nuestras,25.78787878787879,1,36,156,2,0,0,0.05555555555555555,0
/products/mate-vidrio-copa-eco-cuero-costuras,50.9375,1,16,154,2,1,0,0.125,0
/categoria/el-kiosco/dulces,1.2967032967032968,1,91,151,0,0,0,0,0
/collections/vendors,34.411764705882355,1,17,151,0,0,0,0,0
/products/mate-imperial-flor-de-liz-ii,19.696969696969695,1,37,149,0,0,0,0,0
/products/mate-imperial-cruz-mapuche,17.333333333333332,0.9743589743589743,39,146,0,0,0,0,0
/products/set-matero-cafebombilla-pico-loro,248.71428571428572,1,10,146,2,1,1,0.1,23979.999612
/products/yerba-mate-organica-500-gr-pajarito,21.642857142857142,1,30,142,2,0,0,0.03333333333333333,0
/products/mate-vidrio-copa-arpillera-azul,32.6,1,25,140,0,1,0,0.04,0
/products/yerba-mate-cachamate-compuesta-clasica-500grs,11.291666666666666,1,49,139,0,0,0,0,0
/products/mate-imperial-cruz-mapuche-ii,16.75,1,37,135,0,0,0,0,0
/collections/el-kiosco/products/bizcochos-salados-don-satur-200grs,94.15384615384616,1,14,133,6,1,0,0.14285714285714285,0
/products/yerba-mate-la-merced-campo-y-monte-500gr,14.7,1,50,131,0,0,0,0,0
/producto/set-matero-negromate-con-bombilla,22.75,1,35,130,2,0,0,0.02857142857142857,0
/products/yerba-mate-la-merced-monte-500gr,8.23076923076923,1,40,130,1,1,0,0.025,0
/collections/bolso-matero/products/portatermo-compartimiento-gris-oscuro-copia,182.83333333333334,1,13,128,0,1,1,0.15384615384615385,14290.000266
